model_name,x,y,speed,progress,thr,brk,rev
ppo_T1,74.1995917097304,322.40524114446066,78.42905858347471,617.2101257181741,1.0,0.0,0.0
ppo_T1,74.29137685631407,319.23995685799684,79.16536935139327,621.40832219435,1.0,0.0,0.0
ppo_T1,74.38248466025917,316.04521073470374,79.90112414820904,623.5074182201271,1.0,0.0,0.0
ppo_T1,74.47298035906005,312.82102769923085,80.63631981671102,627.705665526561,1.0,0.0,0.0
ppo_T1,74.56292585148357,309.56743258744484,81.37095359772587,629.8048258944525,1.0,0.0,0.0
ppo_T1,74.65237986719617,306.2844501499977,82.10502308595858,634.0032043067732,1.0,0.0,0.0
ppo_T1,74.74139812777389,302.97210505571474,82.83852619078056,636.1024076049238,1.0,0.0,0.0
ppo_T1,74.83003349953304,299.6304218948105,83.57146110140398,640.3008046340007,1.0,0.0,0.0
ppo_T1,74.91833613859713,296.25942518194313,84.30382625594588,644.499151385369,1.0,0.0,0.0
ppo_T1,75.00635362859425,292.85913935911327,85.03562031394246,646.5982966321367,1.0,0.0,0.0
ppo_T1,75.0941311113596,289.4295887984171,85.76684213192445,650.7965262051033,1.0,0.0,0.0
ppo_T1,75.1817114109981,285.97079780466015,86.49749074170856,652.8956172535569,1.0,0.0,0.0
ppo_T1,75.26913515164476,282.4827906178388,87.22756533109964,657.0937965453777,1.0,0.0,0.0
ppo_T1,75.35444096320548,279.0455023939157,85.95866526929767,661.2920713635433,1.0,1.0,0.0
ppo_T1,75.437702827326,275.65889414922873,84.69079030876998,663.391284096279,1.0,1.0,0.0
ppo_T1,75.53570104952512,272.3245236681948,83.39525674590465,667.5899119906003,1.0,1.0,0.0
ppo_T1,75.64944809945251,268.9623336681289,84.10283878944831,671.788814451988,1.0,0.0,0.0
ppo_T1,75.77829714048237,265.57227974359216,84.81254213941959,673.8883523403274,1.0,0.0,0.0
ppo_T1,75.92163407272639,262.15432091105157,85.5240757662984,678.0875491179007,1.0,0.0,0.0
ppo_T1,76.07887587010563,258.7084194341144,86.23718010377318,680.1871891665776,1.0,0.0,0.0
ppo_T1,76.24946900189889,255.2345406576411,86.95162365593877,684.3865173576909,1.0,0.0,0.0
ppo_T1,76.43288793447647,251.73265285028657,87.6671999671421,688.5858857412705,1.0,0.0,0.0
ppo_T1,76.62863370914573,248.20272705504044,88.38372491671197,690.6855782415486,1.0,0.0,0.0
ppo_T1,76.83623259224204,244.64473694736114,89.10103430448535,694.8849709058479,1.0,0.0,0.0
ppo_T1,77.055234793795,241.05865870051727,89.81898169642308,699.0843636174847,1.0,0.0,0.0
ppo_T1,77.28521325128634,237.44447085777043,90.53743650270181,703.2837540734287,1.0,0.0,0.0
ppo_T1,77.52065748354892,233.88192703321778,89.25788651557599,705.3834496960533,1.0,1.0,0.0
ppo_T1,77.76612937199705,230.29115646587437,89.97878123243133,709.5828417658041,1.0,0.0,0.0
ppo_T1,78.02127170665068,226.67214503601195,90.69985301947594,713.7822350801101,1.0,0.0,0.0
ppo_T1,78.28574530204075,223.0248804996151,91.42102083600867,715.8819333237992,1.0,0.0,0.0
ppo_T1,78.55342451427882,219.42907743654973,90.14381505757434,720.0813503621096,1.0,1.0,0.0
ppo_T1,78.82372882071589,215.88463869539083,88.86826770530398,724.2808382276006,1.0,1.0,0.0
ppo_T1,79.10221482951441,212.3117676409626,89.59269650991273,726.3806315999047,1.0,0.0,0.0
